dates,label,Year,Month,Yearmonth
"May 18, 2012",1,2012,May,2012-05-01
"May 15, 2012",1,2012,May,2012-05-01
"May 13, 2012",1,2012,May,2012-05-01
"Apr 25, 2012",1,2012,Apr,2012-04-01
"May 6, 2012",1,2012,May,2012-05-01
"May 7, 2012",1,2012,May,2012-05-01
"May 15, 2012",1,2012,May,2012-05-01
"Apr 22, 2012",1,2012,Apr,2012-04-01
"May 2, 2012",1,2012,May,2012-05-01
"May 10, 2012",1,2012,May,2012-05-01
"Apr 24, 2012",1,2012,Apr,2012-04-01
"May 27, 2012",0,2012,May,2012-05-01
"Apr 21, 2012",1,2012,Apr,2012-04-01
"May 4, 2012",1,2012,May,2012-05-01
"May 3, 2012",1,2012,May,2012-05-01
"Apr 20, 2012",1,2012,Apr,2012-04-01
"May 3, 2012",1,2012,May,2012-05-01
"Apr 30, 2012",1,2012,Apr,2012-04-01
"May 2, 2012",0,2012,May,2012-05-01
"Apr 30, 2012",0,2012,Apr,2012-04-01
"Apr 19, 2012",1,2012,Apr,2012-04-01
"Apr 21, 2012",1,2012,Apr,2012-04-01
"Apr 20, 2012",1,2012,Apr,2012-04-01
"Apr 18, 2012",1,2012,Apr,2012-04-01
"Apr 16, 2012",1,2012,Apr,2012-04-01
"May 3, 2012",0,2012,May,2012-05-01
"Apr 9, 2012",0,2012,Apr,2012-04-01
"Apr 9, 2012",1,2012,Apr,2012-04-01
"Apr 8, 2012",1,2012,Apr,2012-04-01
"Mar 24, 2012",1,2012,Mar,2012-03-01
"Apr 7, 2012",1,2012,Apr,2012-04-01
"Mar 20, 2012",1,2012,Mar,2012-03-01
"Mar 30, 2012",1,2012,Mar,2012-03-01
"Mar 25, 2012",1,2012,Mar,2012-03-01
"Mar 7, 2012",1,2012,Mar,2012-03-01
"Mar 22, 2012",1,2012,Mar,2012-03-01
"Mar 17, 2012",1,2012,Mar,2012-03-01
"Mar 6, 2012",1,2012,Mar,2012-03-01
"Mar 12, 2012",0,2012,Mar,2012-03-01
"Mar 6, 2012",1,2012,Mar,2012-03-01
"Mar 1, 2012",1,2012,Mar,2012-03-01
"Feb 28, 2012",1,2012,Feb,2012-02-01
"Jan 31, 2012",1,2012,Jan,2012-01-01
"Feb 8, 2012",1,2012,Feb,2012-02-01
"Jan 28, 2012",1,2012,Jan,2012-01-01
"Jan 18, 2012",1,2012,Jan,2012-01-01
"Feb 1, 2012",1,2012,Feb,2012-02-01
"Feb 3, 2012",1,2012,Feb,2012-02-01
"Jan 3, 2012",1,2012,Jan,2012-01-01
"Feb 15, 2012",0,2012,Feb,2012-02-01
"Jan 26, 2012",1,2012,Jan,2012-01-01
"Jan 21, 2012",1,2012,Jan,2012-01-01
"Jan 21, 2012",1,2012,Jan,2012-01-01
"Jan 18, 2012",1,2012,Jan,2012-01-01
"Dec 27, 2011",1,2011,Dec,2011-12-01
"Dec 29, 2011",1,2011,Dec,2011-12-01
"Dec 20, 2011",1,2011,Dec,2011-12-01
"Dec 11, 2011",1,2011,Dec,2011-12-01
"Dec 15, 2011",0,2011,Dec,2011-12-01
"Dec 3, 2011",1,2011,Dec,2011-12-01
"Dec 12, 2011",1,2011,Dec,2011-12-01
"Dec 7, 2011",1,2011,Dec,2011-12-01
"Dec 9, 2011",1,2011,Dec,2011-12-01
"Dec 6, 2011",1,2011,Dec,2011-12-01
"Nov 27, 2011",1,2011,Nov,2011-11-01
"Nov 22, 2011",1,2011,Nov,2011-11-01
"Nov 13, 2011",1,2011,Nov,2011-11-01
"Nov 12, 2011",1,2011,Nov,2011-11-01
"Nov 15, 2011",1,2011,Nov,2011-11-01
"Nov 19, 2011",1,2011,Nov,2011-11-01
"Nov 3, 2011",1,2011,Nov,2011-11-01
"Nov 13, 2011",1,2011,Nov,2011-11-01
"Oct 29, 2011",1,2011,Oct,2011-10-01
"Oct 13, 2011",1,2011,Oct,2011-10-01
"Oct 13, 2011",1,2011,Oct,2011-10-01
"Oct 11, 2011",1,2011,Oct,2011-10-01
"Oct 6, 2011",1,2011,Oct,2011-10-01
"Oct 11, 2011",1,2011,Oct,2011-10-01
"Sep 25, 2011",1,2011,Sep,2011-09-01
"Oct 6, 2011",1,2011,Oct,2011-10-01
"Sep 22, 2011",1,2011,Sep,2011-09-01
"Sep 13, 2011",1,2011,Sep,2011-09-01
"Sep 11, 2011",1,2011,Sep,2011-09-01
"Sep 14, 2011",1,2011,Sep,2011-09-01
"Sep 13, 2011",1,2011,Sep,2011-09-01
"Aug 25, 2011",1,2011,Aug,2011-08-01
"Sep 5, 2011",1,2011,Sep,2011-09-01
"Sep 5, 2011",1,2011,Sep,2011-09-01
"Aug 31, 2011",1,2011,Aug,2011-08-01
"Aug 19, 2011",1,2011,Aug,2011-08-01
"Aug 29, 2011",1,2011,Aug,2011-08-01
"Aug 18, 2011",1,2011,Aug,2011-08-01
"Aug 25, 2011",1,2011,Aug,2011-08-01
"Aug 23, 2011",1,2011,Aug,2011-08-01
"Aug 8, 2011",1,2011,Aug,2011-08-01
"Aug 22, 2011",1,2011,Aug,2011-08-01
"Jul 17, 2011",1,2011,Jul,2011-07-01
"Jul 30, 2011",1,2011,Jul,2011-07-01
"Jul 18, 2011",1,2011,Jul,2011-07-01
"Aug 3, 2011",1,2011,Aug,2011-08-01
"Jul 26, 2011",1,2011,Jul,2011-07-01
"Jul 16, 2011",1,2011,Jul,2011-07-01
"Jul 9, 2011",1,2011,Jul,2011-07-01
"Jun 30, 2011",1,2011,Jun,2011-06-01
"Jun 22, 2011",1,2011,Jun,2011-06-01
"Jun 22, 2011",0,2011,Jun,2011-06-01
"Jun 2, 2011",1,2011,Jun,2011-06-01
"Jun 17, 2011",1,2011,Jun,2011-06-01
"Jun 18, 2011",1,2011,Jun,2011-06-01
"May 25, 2011",1,2011,May,2011-05-01
"Jun 7, 2011",1,2011,Jun,2011-06-01
"Jun 4, 2011",1,2011,Jun,2011-06-01
"May 8, 2011",1,2011,May,2011-05-01
"May 12, 2011",1,2011,May,2011-05-01
"May 31, 2011",1,2011,May,2011-05-01
"May 28, 2011",1,2011,May,2011-05-01
"May 11, 2011",1,2011,May,2011-05-01
"May 4, 2011",1,2011,May,2011-05-01
"Apr 26, 2011",1,2011,Apr,2011-04-01
"Apr 30, 2011",0,2011,Apr,2011-04-01
"Apr 28, 2011",1,2011,Apr,2011-04-01
"Apr 27, 2011",1,2011,Apr,2011-04-01
"Mar 29, 2011",1,2011,Mar,2011-03-01
"Apr 19, 2011",1,2011,Apr,2011-04-01
"Apr 10, 2011",1,2011,Apr,2011-04-01
"Apr 12, 2011",1,2011,Apr,2011-04-01
"Mar 21, 2011",1,2011,Mar,2011-03-01
"Mar 19, 2011",1,2011,Mar,2011-03-01
"Mar 20, 2011",1,2011,Mar,2011-03-01
"Mar 29, 2011",1,2011,Mar,2011-03-01
"Mar 28, 2011",1,2011,Mar,2011-03-01
"Mar 21, 2011",1,2011,Mar,2011-03-01
"Mar 21, 2011",1,2011,Mar,2011-03-01
"Mar 21, 2011",1,2011,Mar,2011-03-01
"Mar 10, 2011",1,2011,Mar,2011-03-01
"Mar 15, 2011",1,2011,Mar,2011-03-01
"Feb 24, 2011",1,2011,Feb,2011-02-01
"Mar 8, 2011",1,2011,Mar,2011-03-01
"Feb 21, 2011",1,2011,Feb,2011-02-01
"Mar 9, 2011",1,2011,Mar,2011-03-01
"Mar 3, 2011",1,2011,Mar,2011-03-01
"Feb 25, 2011",1,2011,Feb,2011-02-01
"Feb 13, 2011",1,2011,Feb,2011-02-01
"Feb 16, 2011",1,2011,Feb,2011-02-01
"Jan 30, 2011",1,2011,Jan,2011-01-01
"Feb 13, 2011",1,2011,Feb,2011-02-01
"Jan 28, 2011",1,2011,Jan,2011-01-01
"Jan 20, 2011",1,2011,Jan,2011-01-01
"Jan 30, 2011",1,2011,Jan,2011-01-01
"Jan 25, 2011",1,2011,Jan,2011-01-01
"Jan 11, 2011",1,2011,Jan,2011-01-01
"Jan 24, 2011",0,2011,Jan,2011-01-01
"Dec 16, 2010",1,2010,Dec,2010-12-01
"Dec 26, 2010",1,2010,Dec,2010-12-01
"Dec 16, 2010",1,2010,Dec,2010-12-01
"Dec 23, 2010",1,2010,Dec,2010-12-01
"Dec 5, 2010",1,2010,Dec,2010-12-01
"Nov 10, 2010",1,2010,Nov,2010-11-01
"Nov 20, 2010",1,2010,Nov,2010-11-01
"Nov 22, 2010",1,2010,Nov,2010-11-01
"Nov 2, 2010",1,2010,Nov,2010-11-01
"Nov 14, 2010",1,2010,Nov,2010-11-01
"Nov 22, 2010",1,2010,Nov,2010-11-01
"Nov 5, 2010",1,2010,Nov,2010-11-01
"Nov 18, 2010",1,2010,Nov,2010-11-01
"Nov 2, 2010",1,2010,Nov,2010-11-01
"Oct 29, 2010",1,2010,Oct,2010-10-01
"Sep 21, 2010",0,2010,Sep,2010-09-01
"Oct 14, 2010",1,2010,Oct,2010-10-01
"Oct 11, 2010",1,2010,Oct,2010-10-01
"Aug 30, 2010",1,2010,Aug,2010-08-01
"Oct 8, 2010",0,2010,Oct,2010-10-01
"Oct 2, 2010",1,2010,Oct,2010-10-01
"Sep 24, 2010",1,2010,Sep,2010-09-01
"Sep 12, 2010",1,2010,Sep,2010-09-01
"Sep 9, 2010",1,2010,Sep,2010-09-01
"Sep 10, 2010",1,2010,Sep,2010-09-01
"Sep 9, 2010",1,2010,Sep,2010-09-01
"Sep 16, 2010",1,2010,Sep,2010-09-01
"Sep 5, 2010",1,2010,Sep,2010-09-01
"Aug 5, 2010",1,2010,Aug,2010-08-01
"Sep 4, 2010",1,2010,Sep,2010-09-01
"Aug 9, 2010",1,2010,Aug,2010-08-01
"Aug 9, 2010",1,2010,Aug,2010-08-01
"Aug 21, 2010",0,2010,Aug,2010-08-01
"Aug 11, 2010",0,2010,Aug,2010-08-01
"Aug 5, 2010",1,2010,Aug,2010-08-01
"Aug 14, 2010",1,2010,Aug,2010-08-01
"Aug 13, 2010",1,2010,Aug,2010-08-01
"Aug 7, 2010",1,2010,Aug,2010-08-01
"Aug 9, 2010",1,2010,Aug,2010-08-01
"Jul 22, 2010",1,2010,Jul,2010-07-01
"Aug 7, 2010",0,2010,Aug,2010-08-01
"Aug 25, 2010",0,2010,Aug,2010-08-01
"Jul 22, 2010",0,2010,Jul,2010-07-01
"Jun 27, 2010",1,2010,Jun,2010-06-01
"Jul 5, 2010",1,2010,Jul,2010-07-01
"May 30, 2010",1,2010,May,2010-05-01
"May 26, 2010",1,2010,May,2010-05-01
"May 21, 2010",1,2010,May,2010-05-01
"May 16, 2010",1,2010,May,2010-05-01
"May 13, 2010",1,2010,May,2010-05-01
"May 12, 2010",1,2010,May,2010-05-01
"Apr 24, 2010",1,2010,Apr,2010-04-01
"Apr 12, 2010",1,2010,Apr,2010-04-01
"Apr 5, 2010",1,2010,Apr,2010-04-01
"Mar 22, 2010",1,2010,Mar,2010-03-01
"Mar 30, 2010",1,2010,Mar,2010-03-01
"Mar 18, 2010",0,2010,Mar,2010-03-01
"Mar 29, 2010",1,2010,Mar,2010-03-01
"Mar 13, 2010",1,2010,Mar,2010-03-01
"Mar 9, 2010",1,2010,Mar,2010-03-01
"Mar 13, 2010",1,2010,Mar,2010-03-01
"Mar 5, 2010",0,2010,Mar,2010-03-01
"Mar 4, 2010",0,2010,Mar,2010-03-01
"Mar 4, 2010",0,2010,Mar,2010-03-01
"Feb 15, 2010",0,2010,Feb,2010-02-01
"Jan 22, 2010",1,2010,Jan,2010-01-01
"Jan 24, 2010",1,2010,Jan,2010-01-01
"Jan 15, 2010",1,2010,Jan,2010-01-01
"Jan 3, 2010",1,2010,Jan,2010-01-01
"Jan 10, 2010",1,2010,Jan,2010-01-01
"Dec 25, 2009",1,2009,Dec,2009-12-01
"Dec 5, 2009",1,2009,Dec,2009-12-01
"Jan 4, 2010",1,2010,Jan,2010-01-01
"Dec 15, 2009",0,2009,Dec,2009-12-01
"Dec 23, 2009",1,2009,Dec,2009-12-01
"Dec 13, 2009",0,2009,Dec,2009-12-01
"Dec 13, 2009",0,2009,Dec,2009-12-01
"Dec 10, 2009",1,2009,Dec,2009-12-01
"Nov 12, 2009",0,2009,Nov,2009-11-01
"Nov 13, 2009",1,2009,Nov,2009-11-01
"Sep 22, 2009",1,2009,Sep,2009-09-01
"Nov 12, 2009",0,2009,Nov,2009-11-01
"Oct 29, 2009",1,2009,Oct,2009-10-01
"Oct 26, 2009",1,2009,Oct,2009-10-01
"Nov 7, 2009",1,2009,Nov,2009-11-01
"Sep 21, 2009",0,2009,Sep,2009-09-01
"Aug 18, 2009",1,2009,Aug,2009-08-01
"Sep 2, 2009",1,2009,Sep,2009-09-01
"Sep 4, 2009",1,2009,Sep,2009-09-01
"Aug 21, 2009",1,2009,Aug,2009-08-01
"Aug 20, 2009",1,2009,Aug,2009-08-01
"Aug 23, 2009",1,2009,Aug,2009-08-01
"Jul 31, 2009",0,2009,Jul,2009-07-01
"Jul 20, 2009",1,2009,Jul,2009-07-01
"Jul 20, 2009",1,2009,Jul,2009-07-01
"Jun 2, 2009",1,2009,Jun,2009-06-01
"May 16, 2009",1,2009,May,2009-05-01
"May 28, 2009",1,2009,May,2009-05-01
"May 28, 2009",1,2009,May,2009-05-01
"May 10, 2009",1,2009,May,2009-05-01
"May 15, 2009",0,2009,May,2009-05-01
"Apr 29, 2009",1,2009,Apr,2009-04-01
"May 23, 2009",0,2009,May,2009-05-01
"Apr 29, 2009",1,2009,Apr,2009-04-01
"Apr 15, 2009",1,2009,Apr,2009-04-01
"Mar 11, 2009",1,2009,Mar,2009-03-01
"Mar 2, 2009",1,2009,Mar,2009-03-01
"Jan 21, 2009",1,2009,Jan,2009-01-01
"Jan 11, 2009",1,2009,Jan,2009-01-01
"Oct 26, 2008",1,2008,Oct,2008-10-01
"Nov 23, 2008",1,2008,Nov,2008-11-01
"Oct 23, 2008",0,2008,Oct,2008-10-01
"Oct 14, 2008",0,2008,Oct,2008-10-01
"Sep 19, 2008",0,2008,Sep,2008-09-01
"Sep 10, 2008",1,2008,Sep,2008-09-01
"Aug 20, 2008",1,2008,Aug,2008-08-01
"Jul 24, 2008",1,2008,Jul,2008-07-01
"Jun 11, 2008",1,2008,Jun,2008-06-01
"Jun 11, 2008",1,2008,Jun,2008-06-01
"Jun 26, 2008",1,2008,Jun,2008-06-01
"Jun 13, 2008",1,2008,Jun,2008-06-01
"Jun 11, 2008",0,2008,Jun,2008-06-01
"Jan 4, 2017",1,2017,Jan,2017-01-01
"Feb 19, 2016",1,2016,Feb,2016-02-01
"Dec 4, 2018",1,2018,Dec,2018-12-01
"Nov 24, 2018",1,2018,Nov,2018-11-01
"Nov 9, 2018",1,2018,Nov,2018-11-01
"Nov 6, 2018",1,2018,Nov,2018-11-01
"Nov 4, 2018",1,2018,Nov,2018-11-01
"Nov 14, 2018",1,2018,Nov,2018-11-01
"Nov 6, 2018",1,2018,Nov,2018-11-01
"Oct 22, 2018",1,2018,Oct,2018-10-01
"Oct 21, 2018",1,2018,Oct,2018-10-01
"Sep 23, 2018",1,2018,Sep,2018-09-01
"Jul 18, 2018",1,2018,Jul,2018-07-01
"Jul 27, 2018",1,2018,Jul,2018-07-01
"Jul 25, 2018",1,2018,Jul,2018-07-01
"Jul 2, 2018",1,2018,Jul,2018-07-01
"Jul 12, 2018",0,2018,Jul,2018-07-01
"May 9, 2018",1,2018,May,2018-05-01
"May 19, 2018",1,2018,May,2018-05-01
"May 9, 2018",1,2018,May,2018-05-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Apr 23, 2018",1,2018,Apr,2018-04-01
"Mar 31, 2018",1,2018,Mar,2018-03-01
"Mar 28, 2018",1,2018,Mar,2018-03-01
"Mar 28, 2018",1,2018,Mar,2018-03-01
"Mar 29, 2018",1,2018,Mar,2018-03-01
"Mar 12, 2018",1,2018,Mar,2018-03-01
"Feb 3, 2018",1,2018,Feb,2018-02-01
"Feb 21, 2018",1,2018,Feb,2018-02-01
"Feb 7, 2018",1,2018,Feb,2018-02-01
"Jan 23, 2018",1,2018,Jan,2018-01-01
"Dec 29, 2017",1,2017,Dec,2017-12-01
"Dec 20, 2017",1,2017,Dec,2017-12-01
"Nov 13, 2017",1,2017,Nov,2017-11-01
"Nov 7, 2017",0,2017,Nov,2017-11-01
"Sep 29, 2017",1,2017,Sep,2017-09-01
"Sep 28, 2017",1,2017,Sep,2017-09-01
"Aug 30, 2017",1,2017,Aug,2017-08-01
"Aug 25, 2017",1,2017,Aug,2017-08-01
"Aug 28, 2017",1,2017,Aug,2017-08-01
"Jul 22, 2017",1,2017,Jul,2017-07-01
"Aug 2, 2017",1,2017,Aug,2017-08-01
"Jul 26, 2017",1,2017,Jul,2017-07-01
"Jun 26, 2017",1,2017,Jun,2017-06-01
"Jun 14, 2017",1,2017,Jun,2017-06-01
"May 7, 2017",1,2017,May,2017-05-01
"Apr 27, 2017",0,2017,Apr,2017-04-01
"Mar 29, 2017",1,2017,Mar,2017-03-01
"Mar 17, 2017",1,2017,Mar,2017-03-01
"Mar 28, 2017",1,2017,Mar,2017-03-01
"Feb 7, 2017",1,2017,Feb,2017-02-01
"Jan 11, 2017",1,2017,Jan,2017-01-01
"Nov 18, 2016",1,2016,Nov,2016-11-01
"Nov 22, 2016",1,2016,Nov,2016-11-01
"Oct 9, 2016",1,2016,Oct,2016-10-01
"Sep 6, 2016",1,2016,Sep,2016-09-01
"Aug 10, 2016",1,2016,Aug,2016-08-01
"Jun 8, 2016",1,2016,Jun,2016-06-01
"Jun 13, 2016",1,2016,Jun,2016-06-01
"Apr 27, 2016",1,2016,Apr,2016-04-01
"Mar 30, 2016",1,2016,Mar,2016-03-01
"Mar 30, 2016",1,2016,Mar,2016-03-01
"Mar 15, 2016",1,2016,Mar,2016-03-01
"Feb 19, 2016",1,2016,Feb,2016-02-01
"Jan 28, 2016",1,2016,Jan,2016-01-01
"Jan 13, 2016",1,2016,Jan,2016-01-01
"Nov 25, 2015",1,2015,Nov,2015-11-01
"Nov 2, 2015",1,2015,Nov,2015-11-01
"Nov 14, 2015",1,2015,Nov,2015-11-01
"Oct 21, 2015",1,2015,Oct,2015-10-01
"Sep 9, 2015",1,2015,Sep,2015-09-01
"Jul 21, 2015",1,2015,Jul,2015-07-01
"Aug 8, 2015",1,2015,Aug,2015-08-01
"Jun 23, 2015",1,2015,Jun,2015-06-01
"Jun 4, 2015",1,2015,Jun,2015-06-01
"May 30, 2015",0,2015,May,2015-05-01
"Mar 26, 2015",1,2015,Mar,2015-03-01
"Feb 26, 2015",1,2015,Feb,2015-02-01
"Jan 16, 2015",1,2015,Jan,2015-01-01
"Dec 19, 2014",1,2014,Dec,2014-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Jan 10, 2016",1,2016,Jan,2016-01-01
"Feb 20, 2016",1,2016,Feb,2016-02-01
"Dec 17, 2013",1,2013,Dec,2013-12-01
"Mar 23, 2017",1,2017,Mar,2017-03-01
"May 15, 2017",1,2017,May,2017-05-01
"Mar 29, 2017",1,2017,Mar,2017-03-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 11, 2018",1,2018,Dec,2018-12-01
"Dec 11, 2018",1,2018,Dec,2018-12-01
"Dec 11, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 9, 2018",1,2018,Dec,2018-12-01
"Dec 9, 2018",1,2018,Dec,2018-12-01
"Dec 8, 2018",1,2018,Dec,2018-12-01
"Dec 8, 2018",1,2018,Dec,2018-12-01
"Dec 8, 2018",1,2018,Dec,2018-12-01
"Dec 8, 2018",1,2018,Dec,2018-12-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Dec 6, 2018",1,2018,Dec,2018-12-01
"Dec 6, 2018",1,2018,Dec,2018-12-01
"Dec 6, 2018",1,2018,Dec,2018-12-01
"Dec 6, 2018",1,2018,Dec,2018-12-01
"Dec 6, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 6, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 4, 2018",1,2018,Dec,2018-12-01
"Dec 4, 2018",1,2018,Dec,2018-12-01
"Dec 4, 2018",1,2018,Dec,2018-12-01
"Dec 4, 2018",1,2018,Dec,2018-12-01
"Dec 4, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Nov 28, 2018",1,2018,Nov,2018-11-01
"Nov 29, 2018",1,2018,Nov,2018-11-01
"Dec 2, 2018",1,2018,Dec,2018-12-01
"Dec 2, 2018",1,2018,Dec,2018-12-01
"Dec 2, 2018",1,2018,Dec,2018-12-01
"Dec 10, 2018",1,2018,Dec,2018-12-01
"Dec 2, 2018",1,2018,Dec,2018-12-01
"Dec 1, 2018",1,2018,Dec,2018-12-01
"Nov 30, 2018",1,2018,Nov,2018-11-01
"Nov 30, 2018",1,2018,Nov,2018-11-01
"Nov 30, 2018",1,2018,Nov,2018-11-01
"Nov 30, 2018",1,2018,Nov,2018-11-01
"Nov 29, 2018",1,2018,Nov,2018-11-01
"Nov 29, 2018",1,2018,Nov,2018-11-01
"Nov 29, 2018",1,2018,Nov,2018-11-01
"Nov 28, 2018",1,2018,Nov,2018-11-01
"Nov 28, 2018",1,2018,Nov,2018-11-01
"Nov 28, 2018",1,2018,Nov,2018-11-01
"Nov 28, 2018",1,2018,Nov,2018-11-01
"Nov 28, 2018",1,2018,Nov,2018-11-01
"Nov 27, 2018",1,2018,Nov,2018-11-01
"Nov 27, 2018",1,2018,Nov,2018-11-01
"Nov 27, 2018",1,2018,Nov,2018-11-01
"Nov 27, 2018",1,2018,Nov,2018-11-01
"Nov 27, 2018",1,2018,Nov,2018-11-01
"Nov 27, 2018",1,2018,Nov,2018-11-01
"Dec 11, 2018",1,2018,Dec,2018-12-01
"Dec 11, 2018",1,2018,Dec,2018-12-01
"Nov 26, 2018",1,2018,Nov,2018-11-01
"Nov 26, 2018",1,2018,Nov,2018-11-01
"Nov 26, 2018",1,2018,Nov,2018-11-01
"Nov 26, 2018",1,2018,Nov,2018-11-01
"Nov 26, 2018",1,2018,Nov,2018-11-01
"Dec 11, 2018",0,2018,Dec,2018-12-01
"Dec 11, 2018",0,2018,Dec,2018-12-01
"Nov 26, 2018",1,2018,Nov,2018-11-01
"Nov 26, 2018",1,2018,Nov,2018-11-01
"Nov 25, 2018",1,2018,Nov,2018-11-01
"Nov 25, 2018",1,2018,Nov,2018-11-01
"Nov 25, 2018",1,2018,Nov,2018-11-01
"Dec 10, 2018",0,2018,Dec,2018-12-01
"Nov 21, 2018",1,2018,Nov,2018-11-01
"Nov 21, 2018",1,2018,Nov,2018-11-01
"Nov 25, 2018",1,2018,Nov,2018-11-01
"Dec 9, 2018",1,2018,Dec,2018-12-01
"Nov 24, 2018",1,2018,Nov,2018-11-01
"Nov 24, 2018",1,2018,Nov,2018-11-01
"Nov 25, 2018",1,2018,Nov,2018-11-01
"Dec 8, 2018",1,2018,Dec,2018-12-01
"Dec 8, 2018",1,2018,Dec,2018-12-01
"Dec 8, 2018",1,2018,Dec,2018-12-01
"Nov 23, 2018",1,2018,Nov,2018-11-01
"Nov 23, 2018",1,2018,Nov,2018-11-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Dec 7, 2018",1,2018,Dec,2018-12-01
"Nov 22, 2018",1,2018,Nov,2018-11-01
"Nov 22, 2018",1,2018,Nov,2018-11-01
"Nov 23, 2018",1,2018,Nov,2018-11-01
"Nov 21, 2018",1,2018,Nov,2018-11-01
"Nov 21, 2018",1,2018,Nov,2018-11-01
"Dec 6, 2018",0,2018,Dec,2018-12-01
"Dec 6, 2018",0,2018,Dec,2018-12-01
"Nov 18, 2018",1,2018,Nov,2018-11-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Dec 5, 2018",1,2018,Dec,2018-12-01
"Nov 20, 2018",1,2018,Nov,2018-11-01
"Nov 20, 2018",1,2018,Nov,2018-11-01
"Dec 4, 2018",0,2018,Dec,2018-12-01
"Dec 5, 2018",0,2018,Dec,2018-12-01
"Nov 20, 2018",1,2018,Nov,2018-11-01
"Nov 20, 2018",1,2018,Nov,2018-11-01
"Dec 2, 2018",1,2018,Dec,2018-12-01
"Dec 4, 2018",1,2018,Dec,2018-12-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 15, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Dec 3, 2018",1,2018,Dec,2018-12-01
"Nov 18, 2018",1,2018,Nov,2018-11-01
"Nov 18, 2018",1,2018,Nov,2018-11-01
"Nov 11, 2018",1,2018,Nov,2018-11-01
"Dec 3, 2018",0,2018,Dec,2018-12-01
"Dec 3, 2018",0,2018,Dec,2018-12-01
"Dec 3, 2018",0,2018,Dec,2018-12-01
"Nov 18, 2018",1,2018,Nov,2018-11-01
"Nov 18, 2018",1,2018,Nov,2018-11-01
"Nov 19, 2018",1,2018,Nov,2018-11-01
"Nov 28, 2018",1,2018,Nov,2018-11-01
"Dec 2, 2018",1,2018,Dec,2018-12-01
"Dec 2, 2018",1,2018,Dec,2018-12-01
"Nov 17, 2018",1,2018,Nov,2018-11-01
"Nov 17, 2018",1,2018,Nov,2018-11-01
