dates,label,Year,Month,Yearmonth
"Mar 11, 2011",1,2011,Mar,2011-03-01
"Mar 10, 2011",1,2011,Mar,2011-03-01
"Mar 8, 2011",1,2011,Mar,2011-03-01
"Mar 15, 2011",1,2011,Mar,2011-03-01
"Feb 25, 2011",1,2011,Feb,2011-02-01
"Mar 13, 2011",1,2011,Mar,2011-03-01
"Feb 26, 2011",1,2011,Feb,2011-02-01
"Feb 17, 2011",1,2011,Feb,2011-02-01
"Feb 15, 2011",1,2011,Feb,2011-02-01
"Feb 12, 2011",1,2011,Feb,2011-02-01
"Feb 16, 2011",1,2011,Feb,2011-02-01
"Feb 13, 2011",1,2011,Feb,2011-02-01
"Feb 24, 2011",1,2011,Feb,2011-02-01
"Feb 8, 2011",0,2011,Feb,2011-02-01
"Jan 22, 2011",1,2011,Jan,2011-01-01
"Feb 1, 2011",1,2011,Feb,2011-02-01
"Feb 11, 2011",1,2011,Feb,2011-02-01
"Jan 31, 2011",1,2011,Jan,2011-01-01
"Feb 3, 2011",1,2011,Feb,2011-02-01
"Feb 23, 2011",0,2011,Feb,2011-02-01
"Jan 16, 2011",1,2011,Jan,2011-01-01
"Feb 1, 2011",1,2011,Feb,2011-02-01
"Jan 19, 2011",1,2011,Jan,2011-01-01
"Jan 22, 2011",1,2011,Jan,2011-01-01
"Dec 21, 2010",1,2010,Dec,2010-12-01
"Jan 3, 2011",1,2011,Jan,2011-01-01
"Jan 10, 2011",0,2011,Jan,2011-01-01
"Jan 25, 2011",0,2011,Jan,2011-01-01
"Dec 14, 2010",1,2010,Dec,2010-12-01
"Jan 23, 2011",0,2011,Jan,2011-01-01
"Dec 28, 2010",1,2010,Dec,2010-12-01
"Dec 4, 2010",1,2010,Dec,2010-12-01
"Nov 28, 2010",1,2010,Nov,2010-11-01
"Dec 24, 2010",0,2010,Dec,2010-12-01
"Dec 10, 2010",1,2010,Dec,2010-12-01
"Dec 6, 2010",1,2010,Dec,2010-12-01
"Dec 2, 2010",1,2010,Dec,2010-12-01
"Oct 12, 2010",1,2010,Oct,2010-10-01
"Nov 27, 2010",1,2010,Nov,2010-11-01
"Nov 20, 2010",1,2010,Nov,2010-11-01
"Dec 4, 2010",1,2010,Dec,2010-12-01
"Dec 9, 2010",0,2010,Dec,2010-12-01
"Nov 25, 2010",1,2010,Nov,2010-11-01
"Nov 19, 2010",1,2010,Nov,2010-11-01
"Dec 2, 2010",1,2010,Dec,2010-12-01
"Dec 3, 2010",1,2010,Dec,2010-12-01
"Nov 24, 2010",1,2010,Nov,2010-11-01
"Nov 11, 2010",1,2010,Nov,2010-11-01
"Nov 13, 2010",0,2010,Nov,2010-11-01
"Nov 10, 2010",1,2010,Nov,2010-11-01
"Nov 1, 2010",0,2010,Nov,2010-11-01
"Nov 8, 2010",1,2010,Nov,2010-11-01
"Oct 23, 2010",1,2010,Oct,2010-10-01
"Oct 18, 2010",1,2010,Oct,2010-10-01
"Sep 23, 2010",1,2010,Sep,2010-09-01
"Aug 3, 2010",1,2010,Aug,2010-08-01
"Oct 7, 2010",1,2010,Oct,2010-10-01
"Oct 5, 2010",1,2010,Oct,2010-10-01
"Oct 4, 2010",1,2010,Oct,2010-10-01
"Oct 8, 2010",1,2010,Oct,2010-10-01
"Oct 2, 2010",1,2010,Oct,2010-10-01
"Sep 9, 2010",1,2010,Sep,2010-09-01
"Oct 1, 2010",1,2010,Oct,2010-10-01
"Sep 9, 2010",1,2010,Sep,2010-09-01
"Sep 21, 2010",1,2010,Sep,2010-09-01
"Sep 9, 2010",0,2010,Sep,2010-09-01
"Sep 7, 2010",1,2010,Sep,2010-09-01
"Sep 23, 2010",0,2010,Sep,2010-09-01
"Aug 2, 2010",1,2010,Aug,2010-08-01
"Aug 15, 2010",1,2010,Aug,2010-08-01
"Aug 11, 2010",1,2010,Aug,2010-08-01
"Aug 9, 2010",1,2010,Aug,2010-08-01
"Aug 12, 2010",1,2010,Aug,2010-08-01
"Aug 8, 2010",1,2010,Aug,2010-08-01
"Aug 16, 2010",0,2010,Aug,2010-08-01
"Aug 28, 2010",0,2010,Aug,2010-08-01
"Aug 23, 2010",0,2010,Aug,2010-08-01
"Aug 3, 2010",1,2010,Aug,2010-08-01
"Aug 7, 2010",1,2010,Aug,2010-08-01
"Aug 5, 2010",1,2010,Aug,2010-08-01
"Jul 30, 2010",1,2010,Jul,2010-07-01
"Aug 12, 2010",1,2010,Aug,2010-08-01
"Jul 29, 2010",1,2010,Jul,2010-07-01
"Jul 27, 2010",1,2010,Jul,2010-07-01
"Aug 6, 2010",1,2010,Aug,2010-08-01
"Jul 21, 2010",1,2010,Jul,2010-07-01
"Jul 17, 2010",1,2010,Jul,2010-07-01
"Jul 19, 2010",1,2010,Jul,2010-07-01
"Aug 2, 2010",1,2010,Aug,2010-08-01
"Jul 16, 2010",1,2010,Jul,2010-07-01
"Jul 16, 2010",1,2010,Jul,2010-07-01
"Jul 12, 2010",1,2010,Jul,2010-07-01
"Jul 26, 2010",0,2010,Jul,2010-07-01
"Jul 8, 2010",1,2010,Jul,2010-07-01
"Jul 6, 2010",1,2010,Jul,2010-07-01
"Jul 9, 2010",1,2010,Jul,2010-07-01
"Jul 5, 2010",1,2010,Jul,2010-07-01
"Jul 26, 2010",0,2010,Jul,2010-07-01
"Jun 22, 2010",1,2010,Jun,2010-06-01
"Jun 4, 2010",1,2010,Jun,2010-06-01
"Jun 21, 2010",1,2010,Jun,2010-06-01
"Jun 18, 2010",1,2010,Jun,2010-06-01
"Jun 30, 2010",1,2010,Jun,2010-06-01
"Jun 23, 2010",1,2010,Jun,2010-06-01
"Jun 3, 2010",1,2010,Jun,2010-06-01
"Jun 10, 2010",1,2010,Jun,2010-06-01
"Jun 10, 2010",1,2010,Jun,2010-06-01
"Jun 11, 2010",1,2010,Jun,2010-06-01
"May 17, 2010",1,2010,May,2010-05-01
"May 17, 2010",1,2010,May,2010-05-01
"Jun 7, 2010",0,2010,Jun,2010-06-01
"May 19, 2010",1,2010,May,2010-05-01
"Jun 3, 2010",1,2010,Jun,2010-06-01
"May 3, 2010",1,2010,May,2010-05-01
"Jun 2, 2010",1,2010,Jun,2010-06-01
"Jun 2, 2010",1,2010,Jun,2010-06-01
"May 12, 2010",1,2010,May,2010-05-01
"May 14, 2010",1,2010,May,2010-05-01
"May 7, 2010",1,2010,May,2010-05-01
"May 5, 2010",1,2010,May,2010-05-01
"May 9, 2010",1,2010,May,2010-05-01
"May 18, 2010",1,2010,May,2010-05-01
"May 10, 2010",1,2010,May,2010-05-01
"May 20, 2010",1,2010,May,2010-05-01
"May 7, 2010",0,2010,May,2010-05-01
"May 17, 2010",1,2010,May,2010-05-01
"May 17, 2010",1,2010,May,2010-05-01
"May 14, 2010",1,2010,May,2010-05-01
"Apr 21, 2010",0,2010,Apr,2010-04-01
"Apr 26, 2010",1,2010,Apr,2010-04-01
"May 6, 2010",1,2010,May,2010-05-01
"Apr 28, 2010",0,2010,Apr,2010-04-01
"Apr 30, 2010",1,2010,Apr,2010-04-01
"Mar 23, 2010",1,2010,Mar,2010-03-01
"Apr 13, 2010",1,2010,Apr,2010-04-01
"Apr 1, 2010",1,2010,Apr,2010-04-01
"Apr 15, 2010",0,2010,Apr,2010-04-01
"May 1, 2010",0,2010,May,2010-05-01
"Apr 14, 2010",1,2010,Apr,2010-04-01
"Mar 30, 2010",1,2010,Mar,2010-03-01
"Mar 29, 2010",1,2010,Mar,2010-03-01
"Mar 18, 2010",1,2010,Mar,2010-03-01
"Mar 20, 2010",1,2010,Mar,2010-03-01
"Feb 22, 2010",1,2010,Feb,2010-02-01
"Mar 22, 2010",0,2010,Mar,2010-03-01
"Mar 12, 2010",0,2010,Mar,2010-03-01
"Apr 8, 2010",0,2010,Apr,2010-04-01
"Feb 27, 2010",1,2010,Feb,2010-02-01
"Feb 20, 2010",1,2010,Feb,2010-02-01
"Mar 1, 2010",1,2010,Mar,2010-03-01
"Feb 22, 2010",1,2010,Feb,2010-02-01
"Jan 30, 2010",1,2010,Jan,2010-01-01
"Mar 23, 2010",0,2010,Mar,2010-03-01
"Feb 7, 2010",1,2010,Feb,2010-02-01
"Jan 31, 2010",1,2010,Jan,2010-01-01
"Feb 13, 2010",1,2010,Feb,2010-02-01
"Feb 10, 2010",1,2010,Feb,2010-02-01
"Feb 18, 2010",1,2010,Feb,2010-02-01
"Feb 24, 2010",1,2010,Feb,2010-02-01
"Feb 2, 2010",1,2010,Feb,2010-02-01
"Feb 9, 2010",1,2010,Feb,2010-02-01
"Feb 2, 2010",1,2010,Feb,2010-02-01
"Jan 19, 2010",1,2010,Jan,2010-01-01
"Jan 28, 2010",1,2010,Jan,2010-01-01
"Feb 9, 2010",1,2010,Feb,2010-02-01
"Jan 27, 2010",1,2010,Jan,2010-01-01
"Jan 14, 2010",1,2010,Jan,2010-01-01
"Jan 11, 2010",1,2010,Jan,2010-01-01
"Jan 9, 2010",1,2010,Jan,2010-01-01
"Jan 21, 2010",1,2010,Jan,2010-01-01
"Jan 1, 2010",1,2010,Jan,2010-01-01
"Dec 28, 2009",1,2009,Dec,2009-12-01
"Jan 9, 2010",1,2010,Jan,2010-01-01
"Dec 21, 2009",1,2009,Dec,2009-12-01
"Dec 22, 2009",1,2009,Dec,2009-12-01
"Dec 21, 2009",1,2009,Dec,2009-12-01
"Nov 9, 2009",1,2009,Nov,2009-11-01
"Dec 7, 2009",1,2009,Dec,2009-12-01
"Dec 2, 2009",1,2009,Dec,2009-12-01
"Dec 10, 2009",1,2009,Dec,2009-12-01
"Dec 29, 2009",0,2009,Dec,2009-12-01
"Dec 14, 2009",1,2009,Dec,2009-12-01
"Dec 5, 2009",0,2009,Dec,2009-12-01
"Nov 11, 2009",1,2009,Nov,2009-11-01
"Nov 18, 2009",1,2009,Nov,2009-11-01
"Dec 7, 2009",1,2009,Dec,2009-12-01
"Dec 4, 2009",0,2009,Dec,2009-12-01
"Nov 10, 2009",1,2009,Nov,2009-11-01
"Nov 8, 2009",1,2009,Nov,2009-11-01
"Oct 26, 2009",1,2009,Oct,2009-10-01
"Nov 7, 2009",1,2009,Nov,2009-11-01
"Oct 28, 2009",1,2009,Oct,2009-10-01
"Oct 4, 2009",1,2009,Oct,2009-10-01
"Oct 9, 2009",1,2009,Oct,2009-10-01
"Oct 12, 2009",1,2009,Oct,2009-10-01
"Oct 8, 2009",1,2009,Oct,2009-10-01
"Oct 4, 2009",1,2009,Oct,2009-10-01
"Sep 30, 2009",1,2009,Sep,2009-09-01
"Oct 5, 2009",1,2009,Oct,2009-10-01
"Sep 29, 2009",1,2009,Sep,2009-09-01
"Sep 27, 2009",1,2009,Sep,2009-09-01
"Oct 11, 2009",0,2009,Oct,2009-10-01
"Sep 22, 2009",1,2009,Sep,2009-09-01
"Sep 4, 2009",0,2009,Sep,2009-09-01
"Sep 20, 2009",1,2009,Sep,2009-09-01
"Oct 6, 2009",1,2009,Oct,2009-10-01
"Sep 16, 2009",1,2009,Sep,2009-09-01
"Sep 17, 2009",1,2009,Sep,2009-09-01
"Oct 1, 2009",1,2009,Oct,2009-10-01
"Sep 9, 2009",1,2009,Sep,2009-09-01
"Sep 14, 2009",1,2009,Sep,2009-09-01
"Sep 14, 2009",1,2009,Sep,2009-09-01
"Aug 6, 2009",1,2009,Aug,2009-08-01
"Aug 26, 2009",1,2009,Aug,2009-08-01
"Aug 26, 2009",1,2009,Aug,2009-08-01
"Aug 19, 2009",1,2009,Aug,2009-08-01
"Aug 29, 2009",1,2009,Aug,2009-08-01
"Sep 3, 2009",1,2009,Sep,2009-09-01
"Sep 7, 2009",0,2009,Sep,2009-09-01
"Aug 24, 2009",1,2009,Aug,2009-08-01
"Sep 8, 2009",0,2009,Sep,2009-09-01
"Sep 2, 2009",1,2009,Sep,2009-09-01
"Aug 15, 2009",1,2009,Aug,2009-08-01
"Aug 18, 2009",1,2009,Aug,2009-08-01
"Aug 19, 2009",1,2009,Aug,2009-08-01
"Aug 24, 2009",0,2009,Aug,2009-08-01
"Aug 22, 2009",1,2009,Aug,2009-08-01
"Aug 6, 2009",1,2009,Aug,2009-08-01
"Aug 13, 2009",1,2009,Aug,2009-08-01
"Aug 3, 2009",1,2009,Aug,2009-08-01
"Aug 17, 2009",0,2009,Aug,2009-08-01
"Aug 4, 2009",1,2009,Aug,2009-08-01
"Aug 12, 2009",0,2009,Aug,2009-08-01
"Aug 11, 2009",1,2009,Aug,2009-08-01
"Aug 7, 2009",0,2009,Aug,2009-08-01
"Jul 11, 2009",1,2009,Jul,2009-07-01
"Jul 15, 2009",1,2009,Jul,2009-07-01
"Jul 30, 2009",0,2009,Jul,2009-07-01
"Jul 10, 2009",1,2009,Jul,2009-07-01
"Jul 12, 2009",1,2009,Jul,2009-07-01
"Aug 7, 2009",0,2009,Aug,2009-08-01
"Jul 7, 2009",1,2009,Jul,2009-07-01
"Jun 27, 2009",1,2009,Jun,2009-06-01
"Jul 10, 2009",1,2009,Jul,2009-07-01
"Jun 25, 2009",1,2009,Jun,2009-06-01
"Jun 25, 2009",1,2009,Jun,2009-06-01
"Jun 16, 2009",1,2009,Jun,2009-06-01
"Jul 3, 2009",1,2009,Jul,2009-07-01
"Jun 12, 2009",1,2009,Jun,2009-06-01
"Jun 15, 2009",1,2009,Jun,2009-06-01
"Jun 11, 2009",1,2009,Jun,2009-06-01
"Jun 11, 2009",1,2009,Jun,2009-06-01
"May 29, 2009",1,2009,May,2009-05-01
"Jun 6, 2009",1,2009,Jun,2009-06-01
"May 28, 2009",1,2009,May,2009-05-01
"May 22, 2009",1,2009,May,2009-05-01
"Jun 9, 2009",0,2009,Jun,2009-06-01
"Jun 5, 2009",0,2009,Jun,2009-06-01
"May 23, 2009",1,2009,May,2009-05-01
"May 18, 2009",1,2009,May,2009-05-01
"May 26, 2009",1,2009,May,2009-05-01
"May 31, 2009",1,2009,May,2009-05-01
"May 23, 2009",0,2009,May,2009-05-01
"May 8, 2009",1,2009,May,2009-05-01
"May 12, 2009",1,2009,May,2009-05-01
"May 5, 2009",1,2009,May,2009-05-01
"May 4, 2009",1,2009,May,2009-05-01
"Apr 27, 2009",1,2009,Apr,2009-04-01
"Apr 5, 2009",1,2009,Apr,2009-04-01
"Apr 20, 2009",1,2009,Apr,2009-04-01
"Apr 28, 2009",1,2009,Apr,2009-04-01
"Apr 27, 2009",1,2009,Apr,2009-04-01
"Apr 17, 2009",1,2009,Apr,2009-04-01
"Apr 29, 2009",1,2009,Apr,2009-04-01
"Apr 20, 2009",1,2009,Apr,2009-04-01
"Apr 24, 2009",1,2009,Apr,2009-04-01
"Apr 15, 2009",1,2009,Apr,2009-04-01
"Apr 12, 2009",1,2009,Apr,2009-04-01
"Apr 10, 2009",1,2009,Apr,2009-04-01
"Apr 1, 2009",1,2009,Apr,2009-04-01
"Apr 8, 2009",1,2009,Apr,2009-04-01
"Apr 17, 2009",0,2009,Apr,2009-04-01
"Apr 6, 2009",1,2009,Apr,2009-04-01
"Apr 5, 2009",1,2009,Apr,2009-04-01
"Apr 4, 2009",1,2009,Apr,2009-04-01
"Mar 31, 2009",1,2009,Mar,2009-03-01
"Apr 29, 2009",0,2009,Apr,2009-04-01
"Apr 6, 2009",1,2009,Apr,2009-04-01
"Mar 24, 2009",1,2009,Mar,2009-03-01
"Apr 2, 2009",0,2009,Apr,2009-04-01
"Mar 15, 2009",1,2009,Mar,2009-03-01
"Mar 27, 2009",1,2009,Mar,2009-03-01
"Mar 20, 2009",1,2009,Mar,2009-03-01
"Mar 18, 2009",1,2009,Mar,2009-03-01
"Mar 20, 2009",1,2009,Mar,2009-03-01
"Mar 19, 2009",1,2009,Mar,2009-03-01
"Mar 28, 2009",0,2009,Mar,2009-03-01
"Mar 23, 2009",1,2009,Mar,2009-03-01
"Mar 22, 2009",1,2009,Mar,2009-03-01
"Mar 11, 2009",1,2009,Mar,2009-03-01
"Mar 24, 2009",1,2009,Mar,2009-03-01
"Mar 10, 2009",1,2009,Mar,2009-03-01
"Mar 12, 2009",1,2009,Mar,2009-03-01
"Mar 1, 2009",1,2009,Mar,2009-03-01
"Mar 10, 2009",1,2009,Mar,2009-03-01
"Mar 10, 2009",1,2009,Mar,2009-03-01
"Mar 9, 2009",1,2009,Mar,2009-03-01
"Mar 5, 2009",1,2009,Mar,2009-03-01
"Feb 26, 2009",1,2009,Feb,2009-02-01
"Mar 16, 2009",0,2009,Mar,2009-03-01
"Feb 17, 2009",1,2009,Feb,2009-02-01
"Mar 11, 2009",1,2009,Mar,2009-03-01
"Feb 24, 2009",1,2009,Feb,2009-02-01
"Feb 28, 2009",0,2009,Feb,2009-02-01
"Feb 19, 2009",1,2009,Feb,2009-02-01
"Mar 1, 2009",0,2009,Mar,2009-03-01
"Mar 2, 2009",1,2009,Mar,2009-03-01
"Feb 15, 2009",1,2009,Feb,2009-02-01
"Feb 10, 2009",1,2009,Feb,2009-02-01
"Feb 5, 2009",1,2009,Feb,2009-02-01
"Jan 30, 2009",1,2009,Jan,2009-01-01
"Feb 6, 2009",1,2009,Feb,2009-02-01
"Feb 3, 2009",1,2009,Feb,2009-02-01
"Jan 31, 2009",1,2009,Jan,2009-01-01
"Feb 2, 2009",0,2009,Feb,2009-02-01
"Jan 26, 2009",1,2009,Jan,2009-01-01
"Feb 1, 2009",1,2009,Feb,2009-02-01
"Jan 14, 2009",1,2009,Jan,2009-01-01
"Jan 27, 2009",1,2009,Jan,2009-01-01
"Jan 22, 2009",1,2009,Jan,2009-01-01
"Jan 22, 2009",1,2009,Jan,2009-01-01
"Jan 20, 2009",1,2009,Jan,2009-01-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Jan 10, 2009",1,2009,Jan,2009-01-01
"Jan 25, 2009",1,2009,Jan,2009-01-01
"Dec 27, 2008",1,2008,Dec,2008-12-01
"Jan 8, 2009",1,2009,Jan,2009-01-01
"Jan 8, 2009",1,2009,Jan,2009-01-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Jan 7, 2009",1,2009,Jan,2009-01-01
"Jan 6, 2009",1,2009,Jan,2009-01-01
"Jan 6, 2009",1,2009,Jan,2009-01-01
"Jan 5, 2009",1,2009,Jan,2009-01-01
"Jan 6, 2009",1,2009,Jan,2009-01-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 31, 2008",1,2008,Dec,2008-12-01
"Jan 16, 2009",1,2009,Jan,2009-01-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Jan 2, 2009",1,2009,Jan,2009-01-01
"Dec 31, 2008",1,2008,Dec,2008-12-01
"Dec 31, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 13, 2008",1,2008,Dec,2008-12-01
"Dec 28, 2008",1,2008,Dec,2008-12-01
"Dec 28, 2008",1,2008,Dec,2008-12-01
"Dec 29, 2008",1,2008,Dec,2008-12-01
"Dec 27, 2008",1,2008,Dec,2008-12-01
"Dec 27, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 31, 2008",1,2008,Dec,2008-12-01
"Dec 26, 2008",1,2008,Dec,2008-12-01
"Jan 6, 2009",1,2009,Jan,2009-01-01
"Dec 28, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Jan 6, 2009",0,2009,Jan,2009-01-01
"Dec 29, 2008",1,2008,Dec,2008-12-01
"Dec 21, 2008",1,2008,Dec,2008-12-01
"Jan 11, 2009",1,2009,Jan,2009-01-01
"Jan 3, 2009",0,2009,Jan,2009-01-01
"Jan 3, 2009",0,2009,Jan,2009-01-01
"Jan 1, 2009",0,2009,Jan,2009-01-01
"Dec 30, 2008",1,2008,Dec,2008-12-01
"Dec 30, 2008",0,2008,Dec,2008-12-01
"Dec 30, 2008",0,2008,Dec,2008-12-01
"Dec 17, 2008",1,2008,Dec,2008-12-01
"Dec 28, 2008",1,2008,Dec,2008-12-01
"Dec 24, 2008",1,2008,Dec,2008-12-01
"Dec 23, 2008",0,2008,Dec,2008-12-01
"Dec 11, 2008",1,2008,Dec,2008-12-01
"Dec 11, 2008",1,2008,Dec,2008-12-01
"Dec 6, 2008",1,2008,Dec,2008-12-01
"Nov 18, 2008",1,2008,Nov,2008-11-01
"Dec 4, 2008",1,2008,Dec,2008-12-01
"Nov 23, 2008",1,2008,Nov,2008-11-01
"Nov 30, 2008",1,2008,Nov,2008-11-01
"Nov 19, 2008",1,2008,Nov,2008-11-01
"Nov 29, 2008",1,2008,Nov,2008-11-01
"Oct 21, 2008",1,2008,Oct,2008-10-01
"Oct 30, 2008",1,2008,Oct,2008-10-01
"Oct 22, 2008",1,2008,Oct,2008-10-01
"Oct 29, 2008",1,2008,Oct,2008-10-01
"Oct 27, 2008",1,2008,Oct,2008-10-01
"Sep 22, 2008",1,2008,Sep,2008-09-01
"Oct 22, 2008",1,2008,Oct,2008-10-01
"Nov 3, 2008",0,2008,Nov,2008-11-01
"Oct 8, 2008",1,2008,Oct,2008-10-01
"Oct 16, 2008",1,2008,Oct,2008-10-01
"Oct 12, 2008",1,2008,Oct,2008-10-01
"Oct 14, 2008",1,2008,Oct,2008-10-01
"Oct 13, 2008",1,2008,Oct,2008-10-01
"Oct 19, 2008",1,2008,Oct,2008-10-01
"Oct 12, 2008",1,2008,Oct,2008-10-01
"Oct 8, 2008",1,2008,Oct,2008-10-01
"Sep 30, 2008",1,2008,Sep,2008-09-01
"Sep 30, 2008",1,2008,Sep,2008-09-01
"Sep 29, 2008",1,2008,Sep,2008-09-01
"Sep 28, 2008",1,2008,Sep,2008-09-01
"Sep 29, 2008",1,2008,Sep,2008-09-01
"Sep 26, 2008",1,2008,Sep,2008-09-01
"Sep 26, 2008",1,2008,Sep,2008-09-01
"Sep 27, 2008",1,2008,Sep,2008-09-01
"Oct 10, 2008",1,2008,Oct,2008-10-01
"Sep 20, 2008",1,2008,Sep,2008-09-01
"Oct 7, 2008",1,2008,Oct,2008-10-01
"Sep 19, 2008",1,2008,Sep,2008-09-01
"Oct 3, 2008",1,2008,Oct,2008-10-01
"Oct 3, 2008",0,2008,Oct,2008-10-01
"Sep 20, 2008",1,2008,Sep,2008-09-01
"Sep 4, 2008",1,2008,Sep,2008-09-01
"Sep 15, 2008",1,2008,Sep,2008-09-01
"Sep 27, 2008",1,2008,Sep,2008-09-01
"Sep 19, 2008",1,2008,Sep,2008-09-01
"Sep 8, 2008",1,2008,Sep,2008-09-01
"Sep 9, 2008",1,2008,Sep,2008-09-01
"Sep 9, 2008",1,2008,Sep,2008-09-01
"Sep 18, 2008",1,2008,Sep,2008-09-01
"Sep 9, 2008",1,2008,Sep,2008-09-01
"Sep 21, 2008",1,2008,Sep,2008-09-01
"Sep 18, 2008",0,2008,Sep,2008-09-01
"Sep 6, 2008",1,2008,Sep,2008-09-01
"Aug 28, 2008",1,2008,Aug,2008-08-01
"Aug 29, 2008",1,2008,Aug,2008-08-01
"Aug 25, 2008",1,2008,Aug,2008-08-01
"Sep 6, 2008",1,2008,Sep,2008-09-01
"Sep 9, 2008",1,2008,Sep,2008-09-01
"Sep 4, 2008",1,2008,Sep,2008-09-01
"Aug 14, 2008",1,2008,Aug,2008-08-01
"Aug 23, 2008",1,2008,Aug,2008-08-01
"Aug 19, 2008",1,2008,Aug,2008-08-01
"Aug 22, 2008",1,2008,Aug,2008-08-01
"Aug 11, 2008",1,2008,Aug,2008-08-01
"Aug 13, 2008",1,2008,Aug,2008-08-01
"Aug 10, 2008",1,2008,Aug,2008-08-01
"Aug 14, 2008",1,2008,Aug,2008-08-01
"Aug 7, 2008",1,2008,Aug,2008-08-01
"Aug 22, 2008",0,2008,Aug,2008-08-01
"Aug 1, 2008",1,2008,Aug,2008-08-01
"Aug 6, 2008",1,2008,Aug,2008-08-01
"Aug 10, 2008",1,2008,Aug,2008-08-01
"Jul 29, 2008",1,2008,Jul,2008-07-01
"Jul 15, 2008",1,2008,Jul,2008-07-01
"Aug 6, 2008",1,2008,Aug,2008-08-01
"Jul 27, 2008",1,2008,Jul,2008-07-01
"Jul 30, 2008",0,2008,Jul,2008-07-01
"Jul 22, 2008",0,2008,Jul,2008-07-01
"Jul 8, 2008",1,2008,Jul,2008-07-01
"Jun 27, 2008",1,2008,Jun,2008-06-01
"Jul 7, 2008",1,2008,Jul,2008-07-01
"Jul 7, 2008",1,2008,Jul,2008-07-01
"Jul 16, 2008",1,2008,Jul,2008-07-01
"Jul 4, 2008",1,2008,Jul,2008-07-01
"Jul 1, 2008",1,2008,Jul,2008-07-01
"Jul 1, 2008",1,2008,Jul,2008-07-01
"Jun 27, 2008",1,2008,Jun,2008-06-01
"Jul 14, 2008",1,2008,Jul,2008-07-01
"Jun 25, 2008",1,2008,Jun,2008-06-01
"Jun 29, 2008",0,2008,Jun,2008-06-01
"Jul 3, 2008",1,2008,Jul,2008-07-01
"Jun 30, 2008",1,2008,Jun,2008-06-01
"Jun 30, 2008",1,2008,Jun,2008-06-01
"Jun 24, 2008",1,2008,Jun,2008-06-01
"Jun 29, 2008",1,2008,Jun,2008-06-01
"Jun 20, 2008",1,2008,Jun,2008-06-01
"Jun 24, 2008",1,2008,Jun,2008-06-01
"Jun 20, 2008",1,2008,Jun,2008-06-01
"Jul 18, 2008",0,2008,Jul,2008-07-01
"Jun 20, 2008",1,2008,Jun,2008-06-01
"Jun 24, 2008",1,2008,Jun,2008-06-01
"Jun 24, 2008",1,2008,Jun,2008-06-01
"Jul 6, 2008",1,2008,Jul,2008-07-01
"Jul 8, 2008",1,2008,Jul,2008-07-01
"Jun 18, 2008",1,2008,Jun,2008-06-01
"Jun 23, 2008",1,2008,Jun,2008-06-01
"Jun 23, 2008",1,2008,Jun,2008-06-01
"Jun 22, 2008",1,2008,Jun,2008-06-01
"Jun 19, 2008",1,2008,Jun,2008-06-01
"Jun 21, 2008",1,2008,Jun,2008-06-01
"Jun 14, 2008",1,2008,Jun,2008-06-01
"Jun 16, 2008",1,2008,Jun,2008-06-01
"Jun 17, 2008",1,2008,Jun,2008-06-01
"Jun 17, 2008",1,2008,Jun,2008-06-01
"Jun 21, 2008",1,2008,Jun,2008-06-01
"Jun 21, 2008",1,2008,Jun,2008-06-01
"Jun 16, 2008",1,2008,Jun,2008-06-01
"Jun 20, 2008",1,2008,Jun,2008-06-01
"Jun 20, 2008",1,2008,Jun,2008-06-01
"Jun 17, 2008",1,2008,Jun,2008-06-01
"Jun 17, 2008",1,2008,Jun,2008-06-01
"Jun 18, 2008",1,2008,Jun,2008-06-01
"Jun 20, 2008",1,2008,Jun,2008-06-01
"Jun 19, 2008",1,2008,Jun,2008-06-01
"Jun 19, 2008",0,2008,Jun,2008-06-01
"Jun 18, 2008",1,2008,Jun,2008-06-01
"Jun 18, 2008",1,2008,Jun,2008-06-01
"Jun 14, 2008",1,2008,Jun,2008-06-01
"Jun 18, 2008",1,2008,Jun,2008-06-01
"Jun 18, 2008",1,2008,Jun,2008-06-01
"Jun 19, 2008",1,2008,Jun,2008-06-01
"Jun 15, 2008",1,2008,Jun,2008-06-01
"Jun 17, 2008",1,2008,Jun,2008-06-01
"Jun 18, 2008",1,2008,Jun,2008-06-01
"Jun 20, 2008",1,2008,Jun,2008-06-01
"Jun 13, 2008",1,2008,Jun,2008-06-01
"Jun 17, 2008",1,2008,Jun,2008-06-01
"Jun 12, 2008",1,2008,Jun,2008-06-01
